,probabilities,words
920,0.0002681684097613301,thai
921,0.0002681684097613301,mark
922,0.0002681684097613301,fashion
923,0.0002681684097613301,vocabulary
924,0.0005363368195226602,sense
925,0.0005363368195226602,we
926,0.0002681684097613301,select
927,0.0002681684097613301,context
928,0.0002681684097613301,associated
929,0.0002681684097613301,senses
930,0.0002681684097613301,resource
931,0.0002681684097613301,wordnet
932,0.0002681684097613301,subfields
933,0.0002681684097613301,separately
934,0.0002681684097613301,whole
935,0.0005363368195226602,include
936,0.0002681684097613301,retrieval
937,0.0008045052292839903,ir
938,0.0002681684097613301,storing
939,0.0002681684097613301,searching
940,0.0002681684097613301,retrieving
941,0.0002681684097613301,closer
942,0.0002681684097613301,relies
943,0.0005363368195226602,stemming
944,0.0002681684097613301,current
945,0.0002681684097613301,seek
946,0.0002681684097613301,bridge
947,0.0002681684097613301,gap
948,0.0005363368195226602,covers
949,0.0005363368195226602,texttospeech
950,0.0002681684097613301,simplification
951,0.0002681684097613301,textproofing
952,0.0002681684097613301,search
953,0.0002681684097613301,query
954,0.0002681684097613301,expansion
955,0.0002681684097613301,essay
956,0.0002681684097613301,scoring
957,0.0002681684097613301,truecasing
958,0.0002681684097613301,main
959,0.0002681684097613301,naturallanguage
960,0.0002681684097613301,uses
961,0.0002681684097613301,stochastic
962,0.0002681684097613301,resolve
963,0.0002681684097613301,difficulties
964,0.0002681684097613301,discussed
965,0.0002681684097613301,arise
966,0.0002681684097613301,longer
967,0.0002681684097613301,highly
968,0.0002681684097613301,realistic
969,0.0002681684097613301,grammars
970,0.0002681684097613301,yielding
971,0.0002681684097613301,millions
972,0.0002681684097613301,involve
973,0.0002681684097613301,markov
